voltage_V,current_A,temperature_C,soc_percent,soh_percent,internal_resistance_mOhm,charge_cycles,ambient_temp_C,fault
3.668,1.746,28.79,47.72,92.17,42.71,795,28.53,0
3.313,2.123,39.13,67.67,86.59,110.46,1338,28.74,1
3.656,2.096,31.8,45.48,90.64,35.16,254,28.15,0
3.423,2.135,28.68,41.54,88.4,96.43,552,31.22,1
3.804,2.286,29.3,80.67,96.54,37.86,51,28.94,0
3.721,2.415,56.78,41.06,85.7,58.62,1133,45.11,1
3.745,1.862,25.6,68.99,98.49,39.04,322,21.68,0
3.712,1.495,34.67,77.41,98.97,34.95,703,24.99,0
3.667,2.263,57.72,36.26,78.54,57.21,971,28.86,1
3.85,1.608,32.17,97.61,96.57,38.91,92,30.26,0
3.656,1.657,33.95,57.89,94.7,39.84,607,25.96,0
3.57,1.934,32.87,63.29,98.32,41.36,621,31.49,0
3.561,2.517,38.32,35.74,79.49,87.54,1094,32.19,1
3.502,1.799,30.3,71.42,92.84,44.76,611,32.04,0
3.575,2.628,61.3,45.6,88.21,62.57,752,36.03,1
2.868,2.399,32.59,31.5,88.53,48.3,1023,29.67,1
3.609,2.01,29.01,95.37,90.09,40.55,746,30.09,0
3.927,1.648,28.3,68.79,90.45,42.2,418,26.54,0
3.735,1.774,28.89,74.94,92.23,40.5,191,31.41,0
3.523,1.609,40.81,15.28,79.17,107.88,738,30.32,1
3.57,1.8,27.39,61.69,98.37,47.74,130,27.5,0
3.401,1.602,39.29,61.68,74.76,104.08,751,24.04,1
3.44,1.665,44.72,29.15,75.48,79.58,596,29.65,1
3.387,2.315,35.81,21.34,86.17,104.47,1009,32.28,1
3.711,1.987,33.55,57.25,97.27,33.5,517,32.25,0
2.877,2.673,35.46,27.64,89.39,49.48,1058,27.59,1
3.711,1.716,29.63,85.35,98.27,45.35,473,29.87,0
3.775,2.253,33.0,42.47,95.03,35.7,268,25.03,0
3.677,2.319,32.72,74.9,99.22,43.79,367,27.9,0
3.575,1.764,25.55,54.57,71.22,81.75,987,31.54,1
2.831,1.818,40.76,11.26,85.18,45.18,310,31.14,1
2.813,3.127,30.93,46.89,93.21,48.74,659,37.29,1
3.803,1.045,30.11,80.55,94.87,37.01,777,29.9,0
3.645,2.116,30.26,47.82,99.78,34.6,565,24.33,0
3.008,2.601,27.7,53.28,91.71,55.1,1073,32.36,1
3.693,2.621,30.85,40.7,95.14,33.15,790,32.59,0
2.987,2.056,28.71,54.01,83.06,51.18,829,27.87,1
3.736,2.511,33.62,81.93,90.19,39.67,473,27.58,0
3.511,1.525,56.6,62.03,76.15,52.32,502,29.23,1
3.603,1.872,27.37,49.0,84.13,99.94,660,28.18,1
3.664,1.692,32.21,85.92,94.23,39.33,52,29.04,0
3.839,0.824,32.96,47.57,94.58,36.25,378,28.08,0
3.712,1.866,25.8,80.69,91.38,38.0,226,32.08,0
3.375,2.906,33.16,44.62,75.63,109.06,1149,30.42,1
3.629,1.813,30.91,54.52,96.68,43.61,266,29.02,0
3.39,1.704,29.42,20.04,75.55,85.75,1004,25.95,1
3.803,2.469,25.38,68.38,91.03,43.64,429,30.6,0
2.834,2.675,32.31,54.75,80.81,46.58,569,23.61,1
2.929,2.016,31.32,15.38,92.93,44.49,972,33.03,1
3.548,2.107,47.38,67.44,86.38,60.28,664,34.12,1
2.961,2.085,21.5,23.54,89.67,50.75,1149,27.91,1
3.659,2.167,50.67,64.45,78.71,58.49,1106,25.07,1
2.965,2.061,35.8,16.58,90.91,43.72,456,27.49,1
3.466,2.262,53.27,36.79,89.54,51.36,931,31.13,1
3.513,1.6,26.99,50.55,95.63,38.2,348,30.32,0
3.523,2.541,30.73,43.34,99.64,40.26,218,30.68,0
3.605,1.378,47.48,46.24,77.87,46.83,497,31.12,1
3.724,2.384,31.48,99.01,93.44,39.77,603,32.96,0
3.693,2.674,46.34,61.29,78.67,59.46,638,30.23,1
3.474,2.971,45.12,49.69,87.02,62.4,971,37.52,1
3.821,2.905,27.72,92.79,93.33,41.84,457,28.22,0
2.968,3.06,28.19,36.62,84.56,44.74,905,32.27,1
3.721,2.29,32.95,51.42,98.83,47.14,439,26.79,0
3.676,1.906,34.1,43.67,95.66,43.99,207,22.81,0
2.975,3.532,30.98,56.72,81.09,46.91,980,27.64,1
2.908,1.352,31.56,28.89,80.88,51.57,498,33.86,1
3.821,1.185,32.92,97.42,91.83,43.4,389,29.56,0
3.845,2.072,33.22,48.15,99.6,41.81,630,28.43,0
3.719,2.001,34.03,88.45,92.57,28.66,214,30.5,0
3.806,1.922,29.19,90.57,94.14,44.42,225,24.5,0
3.021,2.34,27.7,32.79,91.47,51.67,480,30.37,1
2.88,3.293,34.47,42.52,80.94,53.45,773,23.94,1
3.859,1.903,32.49,93.55,92.66,35.42,58,26.17,0
3.518,1.483,35.96,52.71,84.9,100.47,631,30.5,1
3.046,2.422,37.6,49.67,90.54,55.7,336,29.32,1
3.76,2.246,25.16,49.36,99.16,39.46,659,27.39,0
2.824,2.302,27.24,39.97,88.3,54.2,413,30.24,1
3.573,2.693,49.26,47.17,78.35,48.91,684,29.8,1
3.095,3.244,27.08,20.11,94.5,32.6,400,31.19,1
3.754,2.33,31.0,64.79,93.71,42.52,209,29.25,0
2.96,2.222,39.93,18.85,81.28,46.57,980,28.66,1
3.687,1.478,30.59,85.25,96.51,36.57,467,26.68,0
3.573,1.642,39.1,61.69,80.61,100.93,1110,28.39,1
3.859,1.257,29.54,63.29,98.54,39.18,553,34.0,0
3.745,2.619,31.39,83.94,91.68,33.52,356,28.83,0
3.65,2.097,31.44,99.8,96.73,47.59,761,28.14,0
3.012,2.104,35.36,44.37,93.55,45.34,510,30.06,1
3.873,2.131,33.27,71.85,97.23,34.61,539,28.83,0
3.773,1.245,34.59,72.57,92.52,43.57,95,30.17,0
3.641,2.996,57.8,30.44,77.95,57.21,1042,31.69,1
3.033,1.347,26.49,59.69,90.87,55.21,1098,35.53,1
3.7,2.984,60.69,34.84,87.86,55.17,704,33.09,1
3.861,1.553,24.17,40.16,99.53,39.06,626,24.32,0
3.701,2.721,25.93,79.95,90.18,43.98,623,23.74,0
3.617,2.556,53.51,37.92,89.14,56.94,973,34.96,1
3.709,2.619,31.45,91.59,93.55,38.64,602,25.37,0
3.757,2.269,32.46,68.62,96.24,35.68,210,28.57,0
3.741,2.121,26.9,96.01,94.45,42.64,154,31.37,0
3.867,2.033,27.02,65.55,94.83,48.9,753,27.12,0
3.566,1.581,34.36,38.71,70.67,114.55,890,33.39,1
3.682,2.142,27.6,77.06,99.69,36.52,130,27.77,0
3.623,2.368,38.69,21.2,89.79,116.52,514,37.88,1
3.606,1.722,24.06,91.16,92.25,37.33,748,30.48,0
3.811,1.464,24.87,98.51,90.8,35.35,262,28.27,0
3.75,1.863,36.23,67.16,91.05,45.9,470,28.54,0
3.756,2.301,45.21,67.67,83.77,56.65,1108,28.65,1
3.655,2.723,35.15,33.12,87.3,77.42,873,36.33,1
3.775,2.519,36.25,91.01,90.27,39.17,605,24.35,0
3.678,1.081,30.26,95.76,92.88,30.57,758,27.0,0
2.85,2.566,29.07,15.34,92.13,41.28,912,31.46,1
3.811,0.775,26.37,62.05,92.92,27.24,530,34.11,0
2.92,2.769,33.68,11.55,80.41,54.79,996,28.99,1
2.944,2.778,34.86,22.94,90.72,51.89,921,22.76,1
3.606,2.772,29.44,75.63,95.73,42.07,75,28.81,0
3.506,2.932,26.03,48.0,99.1,34.07,351,31.57,0
3.053,1.215,36.75,46.65,83.0,47.07,686,27.87,1
3.44,1.9,33.36,66.01,81.51,86.43,972,25.93,1
3.53,2.015,34.52,45.2,90.39,47.32,697,31.69,0
3.71,1.712,28.47,85.84,96.87,38.06,298,26.83,0
3.557,2.491,45.22,31.92,88.71,56.25,1037,34.2,1
3.706,1.872,50.06,63.98,81.86,55.76,423,32.56,1
3.021,2.49,30.16,29.76,84.21,62.5,1152,26.96,1
3.028,2.398,27.41,16.84,89.23,56.82,331,34.54,1
3.464,2.448,51.6,69.94,82.38,55.98,824,29.4,1
3.62,0.706,28.26,67.36,91.86,34.87,100,32.86,0
3.524,1.983,43.68,58.05,72.06,106.5,741,30.07,1
3.783,2.81,33.42,88.21,96.18,43.33,610,30.08,0
3.066,1.505,33.09,12.41,94.0,46.13,1120,33.96,1
3.399,1.725,49.71,23.75,78.79,59.33,492,25.05,1
2.982,2.289,34.07,39.41,81.67,47.44,838,24.78,1
3.554,2.575,48.38,51.86,82.44,60.49,556,31.55,1
3.845,1.836,28.96,46.29,92.35,33.3,727,23.32,0
3.697,2.847,33.27,77.76,95.13,41.83,210,33.18,0
3.66,1.842,32.75,93.19,99.7,38.15,353,29.49,0
3.512,2.803,54.44,25.09,79.32,56.07,987,34.74,1
3.548,2.217,36.7,87.77,95.11,38.55,480,34.17,0
3.603,2.123,51.77,23.8,78.02,53.15,979,33.68,1
3.608,2.398,31.9,60.39,95.03,36.43,492,26.94,0
3.65,2.041,32.71,42.85,91.14,34.74,233,27.79,0
3.584,0.547,29.16,40.34,94.71,42.73,392,29.75,0
3.793,1.704,27.17,94.54,90.19,35.22,80,25.93,0
3.52,2.199,34.2,63.25,72.55,119.87,844,29.07,1
3.764,1.31,28.89,55.21,98.65,37.47,429,26.02,0
3.733,2.061,28.71,45.34,98.49,41.66,684,25.68,0
3.751,1.98,31.32,91.25,90.02,44.49,377,31.28,0
3.658,3.034,47.88,31.6,83.43,69.61,855,34.22,1
3.478,1.683,30.44,32.59,70.13,89.68,871,32.13,1
3.733,2.212,27.67,86.56,98.9,49.69,675,28.93,0
3.492,2.457,39.81,23.67,80.32,85.45,889,29.74,1
3.558,1.714,33.22,38.24,77.49,74.25,845,21.18,1
3.762,2.444,29.78,94.72,95.46,44.7,154,28.6,0
3.817,1.95,29.81,47.98,91.64,45.43,669,21.73,0
3.789,2.603,27.68,75.67,97.35,41.26,102,26.67,0
2.8,3.128,32.26,27.51,80.8,51.18,1165,35.65,1
3.712,1.483,28.17,92.66,95.51,47.28,183,26.19,0
3.768,1.99,29.27,51.31,93.68,30.94,792,25.49,0
3.19,1.939,36.97,21.51,89.64,108.42,1181,31.02,1
3.707,2.294,48.42,73.27,83.54,58.3,830,29.82,1
3.701,1.718,30.85,84.24,98.64,38.35,702,30.09,0
3.649,1.97,31.42,52.14,96.72,45.21,463,32.92,0
3.024,2.207,29.39,11.48,80.94,61.32,1183,28.98,1
3.059,3.056,32.22,28.65,80.62,52.32,895,32.56,1
3.59,1.334,32.27,60.32,98.12,38.88,552,30.48,0
3.582,1.642,25.79,63.51,91.15,33.81,528,25.91,0
3.666,2.363,26.5,55.09,96.92,43.67,658,22.84,0
3.583,2.478,32.85,88.31,94.54,39.56,641,26.27,0
3.489,2.266,36.61,40.29,81.41,100.1,1225,27.22,1
3.487,2.139,23.25,45.22,86.7,84.53,1482,30.08,1
3.768,2.909,29.32,41.57,93.08,43.49,81,24.38,0
3.862,0.49,31.65,87.13,93.52,35.1,737,28.62,0
3.675,2.41,30.85,71.32,91.69,39.23,130,26.09,0
3.055,2.299,35.63,24.57,83.33,48.17,526,33.57,1
3.603,2.767,32.39,44.46,99.87,40.5,347,20.44,0
2.975,2.356,31.43,53.3,85.1,49.8,1074,25.9,1
2.842,2.533,34.55,46.43,80.84,59.98,300,32.85,1
3.423,2.089,43.39,46.08,83.49,107.69,1358,26.27,1
3.857,1.808,30.59,66.03,97.01,45.81,793,30.03,0
3.776,2.406,28.16,69.09,98.41,39.39,729,29.04,0
3.096,2.131,27.89,17.64,93.73,50.73,981,25.1,1
3.659,2.086,26.96,49.51,99.04,40.92,361,28.5,0
3.679,2.348,30.41,67.88,98.98,33.81,577,27.03,0
3.729,2.122,23.21,62.18,99.41,32.11,103,20.48,0
3.587,2.107,29.64,88.11,98.0,46.36,629,23.55,0
3.654,1.609,30.38,64.78,93.62,43.01,372,21.42,0
3.552,2.208,29.88,98.96,95.4,46.95,240,29.02,0
3.731,1.351,30.51,52.24,93.62,35.87,388,28.71,0
3.574,1.723,31.71,32.08,77.11,85.85,1005,32.35,1
3.832,1.264,29.35,71.77,95.3,36.52,252,30.43,0
3.736,2.026,29.27,57.75,92.63,38.68,497,28.77,0
3.86,1.752,32.47,45.09,93.24,39.95,379,25.77,0
3.048,2.393,31.34,43.17,84.53,51.55,1007,32.9,1
3.439,1.778,53.39,62.84,78.04,48.93,781,27.07,1
3.589,2.103,46.26,54.09,81.54,59.1,548,29.99,1
3.479,2.37,35.38,68.69,83.9,116.3,1155,31.92,1
3.789,2.256,34.48,63.84,91.24,39.2,314,27.05,0
3.66,1.768,29.05,85.58,98.96,48.77,347,29.92,0
3.644,1.492,36.5,32.04,74.95,72.8,604,29.03,1
3.615,2.403,25.85,15.52,88.96,70.45,558,28.43,1
3.622,1.338,54.35,61.27,77.06,52.33,446,30.3,1
3.756,2.063,29.35,84.42,96.71,42.77,368,26.92,0
3.02,2.201,31.75,13.86,86.48,46.35,876,23.83,1
3.501,1.999,35.94,42.64,85.38,71.85,1028,29.16,1
3.563,2.966,52.02,79.54,75.14,50.46,1050,32.45,1
3.683,3.12,34.32,97.92,95.71,39.86,299,27.91,0
3.582,3.299,33.11,76.29,93.63,34.12,500,30.06,0
3.01,2.424,31.53,55.69,88.55,51.94,521,35.83,1
3.002,2.21,26.46,35.67,88.29,57.83,1028,29.86,1
3.638,2.288,31.13,45.31,97.46,38.95,553,26.84,0
3.803,1.336,30.85,41.15,93.67,43.07,217,35.32,0
3.524,1.951,29.08,42.57,95.19,38.21,761,26.07,0
3.465,2.478,56.7,22.09,85.97,63.83,617,33.52,1
3.684,0.973,34.33,38.15,83.19,73.27,675,29.11,1
3.631,2.126,28.96,67.29,94.67,41.26,772,24.45,0
3.508,1.253,54.29,52.59,89.4,53.86,810,31.21,1
3.652,1.943,23.43,67.9,90.02,40.63,344,28.03,0
3.509,2.848,53.02,39.66,80.24,60.97,842,31.08,1
3.068,2.743,34.05,45.6,93.51,43.4,1126,33.69,1
3.599,2.799,26.4,39.22,74.94,80.04,1328,40.38,1
3.919,2.783,30.03,92.41,95.42,41.16,245,23.79,0
3.657,1.845,35.41,87.08,91.52,31.51,658,28.21,0
3.711,1.373,32.79,91.52,97.89,38.71,772,28.96,0
3.648,2.248,32.3,68.59,96.93,39.92,287,31.65,0
3.698,1.919,32.73,83.58,97.76,39.06,793,29.58,0
2.895,2.413,24.17,53.43,90.58,43.88,486,22.76,1
3.659,1.766,63.83,64.69,80.56,46.1,699,33.86,1
3.779,1.238,30.19,60.83,99.23,44.77,718,29.05,0
3.794,1.429,35.05,69.73,96.75,41.95,537,26.74,0
3.657,2.423,30.65,58.03,94.71,38.83,157,33.03,0
3.718,2.009,54.06,39.59,89.2,63.83,744,36.36,1
3.684,2.164,31.34,90.48,96.69,41.49,420,32.13,0
3.66,2.036,33.59,61.34,76.57,103.14,800,35.56,1
3.035,2.982,34.46,30.49,93.94,46.58,1100,32.28,1
2.994,3.402,30.52,31.53,82.58,44.9,438,30.33,1
3.694,2.672,27.94,46.64,92.69,41.61,479,23.23,0
3.087,1.973,33.04,46.61,94.84,55.49,1172,32.44,1
3.068,2.4,37.72,38.4,85.71,54.72,440,28.08,1
3.481,2.585,32.53,22.31,73.72,88.99,577,25.96,1
3.001,1.959,32.38,31.12,94.6,50.03,486,25.09,1
3.626,2.823,46.94,33.69,84.53,53.55,1169,32.36,1
3.658,1.743,31.88,41.6,96.47,41.55,412,25.17,0
3.677,1.012,28.17,52.87,98.75,42.71,520,31.94,0
3.414,1.008,25.48,22.42,79.57,99.44,585,29.59,1
3.401,1.78,62.16,39.77,78.46,51.36,1061,28.62,1
3.639,2.255,32.92,53.57,95.77,48.92,207,30.23,0
2.875,2.577,25.26,25.41,94.92,55.76,553,25.9,1
3.51,2.163,35.83,27.46,88.61,116.28,1260,26.85,1
3.616,2.415,33.3,61.82,97.14,40.97,137,24.52,0
3.882,2.047,30.37,66.88,91.85,51.23,406,22.14,0
3.675,2.233,35.08,80.44,99.97,40.57,359,31.3,0
3.824,1.803,26.01,72.69,99.22,40.97,452,32.32,0
3.059,2.233,29.59,23.88,81.85,48.52,495,32.24,1
3.614,2.245,23.43,66.98,95.01,40.91,237,27.01,0
3.927,2.426,29.37,43.57,99.79,39.04,98,31.8,0
3.594,1.584,25.08,42.81,98.46,39.27,438,24.15,0
3.337,1.65,63.58,72.59,83.44,54.7,1170,26.72,1
3.633,2.459,31.66,44.81,88.75,107.76,796,25.84,1
3.685,1.989,30.72,55.71,91.89,41.5,730,26.99,0
3.598,2.671,26.8,94.29,98.46,50.18,773,30.36,0
3.683,2.019,28.72,56.02,95.66,39.25,419,31.0,0
3.82,1.557,32.52,67.08,95.91,45.83,247,29.19,0
3.716,2.252,32.83,40.75,91.42,36.79,79,30.94,0
3.658,2.126,29.61,23.56,86.93,96.75,866,28.97,1
3.037,2.982,35.09,46.15,88.84,50.64,520,40.81,1
3.701,1.093,60.92,64.48,80.37,54.85,820,28.97,1
3.052,2.075,34.85,35.94,90.75,58.5,503,29.89,1
3.717,1.784,29.83,73.95,93.23,43.94,170,27.55,0
3.709,2.962,31.68,61.52,95.93,38.53,771,25.58,0
3.648,2.854,52.61,79.43,83.33,60.76,1163,28.8,1
3.541,2.623,36.08,67.99,82.85,106.1,959,37.31,1
2.955,2.843,32.43,17.44,86.45,57.29,617,23.41,1
3.701,2.291,28.53,66.79,97.9,38.68,589,31.17,0
2.864,3.336,26.39,26.75,87.1,54.13,1128,24.4,1
3.681,1.226,32.02,55.63,96.89,42.08,409,33.2,0
2.958,1.798,31.6,11.41,80.42,62.51,1122,26.44,1
3.588,1.604,60.38,67.44,80.27,60.49,1125,31.36,1
3.734,2.04,31.44,78.81,99.18,34.31,798,26.85,0
3.765,1.142,29.95,62.12,95.21,45.11,417,32.06,0
3.527,2.586,48.66,37.46,83.48,56.7,673,31.45,1
3.451,2.48,32.89,41.03,83.73,84.47,1411,25.19,1
2.845,2.886,32.0,29.76,87.51,39.43,819,32.87,1
3.06,2.551,29.28,54.47,90.61,42.76,1107,29.64,1
3.552,1.421,51.64,53.31,86.95,64.53,869,34.01,1
3.64,2.122,35.75,42.97,94.17,29.85,774,25.68,0
3.011,1.363,41.94,14.26,93.27,45.84,1116,33.31,1
3.637,2.998,29.88,59.48,96.11,37.89,723,26.28,0
3.31,1.725,39.39,38.44,73.15,118.81,1293,29.77,1
3.239,1.973,35.44,56.62,88.53,113.44,1468,33.97,1
3.702,2.454,27.56,44.36,97.64,43.55,704,28.02,0
3.59,2.446,45.87,58.74,78.52,59.26,726,36.51,1
3.902,2.138,28.81,77.85,93.48,43.21,257,31.16,0
2.825,2.92,29.8,54.0,80.28,50.52,1102,24.82,1
3.654,1.476,31.05,66.94,93.11,41.07,337,28.77,0
3.789,2.359,34.56,58.9,93.97,37.43,797,27.21,0
3.763,1.513,30.68,90.55,91.67,43.8,139,28.61,0
3.787,2.243,28.66,43.51,98.92,31.83,759,23.96,0
3.551,1.047,30.29,74.29,93.37,36.98,132,29.68,0
3.744,2.336,32.71,73.7,93.52,39.61,259,25.07,0
3.571,1.791,45.06,76.28,80.87,59.28,1043,30.25,1
3.836,2.034,31.23,87.1,90.44,40.15,513,30.86,0
3.627,1.671,61.09,34.87,78.38,55.62,775,26.01,1
2.966,2.914,26.18,26.2,91.75,49.56,833,28.37,1
2.851,2.563,33.66,27.15,81.88,51.49,528,28.18,1
3.748,1.907,27.37,72.76,95.53,47.77,345,27.63,0
3.718,2.223,30.11,90.09,91.26,35.94,178,28.04,0
3.727,2.025,45.09,70.83,89.18,56.45,1076,34.43,1
3.693,2.072,32.11,56.93,96.4,33.28,676,24.88,0
3.762,2.289,36.2,60.45,98.7,35.53,137,27.2,0
3.593,2.641,27.26,75.7,97.3,36.5,675,25.4,0
3.4,1.822,33.51,67.8,74.8,81.14,830,31.34,1
3.956,2.694,30.71,59.2,96.39,45.69,677,28.39,0
3.633,2.546,34.83,52.04,97.18,39.17,184,27.98,0
3.018,3.174,25.23,21.59,88.07,40.04,689,32.05,1
3.774,1.831,28.43,43.7,91.81,55.63,248,27.14,0
3.775,2.318,30.67,86.5,97.44,45.18,166,26.18,0
3.779,1.764,31.27,42.7,98.38,36.52,143,36.76,0
3.523,2.744,37.34,37.68,82.99,117.03,721,30.56,1
2.977,2.326,22.66,45.58,91.08,51.57,474,28.6,1
3.72,1.194,34.05,40.87,96.61,40.14,531,24.77,0
2.85,3.246,22.5,29.71,87.84,53.56,612,39.3,1
3.671,1.651,29.0,77.43,94.39,34.84,291,24.74,0
3.73,2.138,32.07,43.35,94.2,42.35,390,29.72,0
3.639,1.876,63.28,25.43,77.03,59.7,505,40.35,1
3.627,1.628,52.66,55.79,81.47,45.17,853,28.36,1
3.633,2.939,58.49,22.81,82.69,50.98,935,35.76,1
3.594,2.09,30.76,99.2,99.49,38.86,516,22.89,0
3.296,1.805,35.77,18.43,70.51,72.89,822,37.37,1
3.602,2.492,63.96,46.36,88.85,59.91,776,30.9,1
3.879,1.318,31.83,43.41,99.17,41.19,623,32.55,0
3.617,2.741,46.75,24.74,85.19,41.23,608,29.77,1
3.686,2.012,30.13,63.98,94.81,36.81,448,33.49,0
3.515,1.42,52.3,46.6,77.29,54.53,574,30.4,1
3.788,2.576,27.99,92.98,94.12,46.1,178,28.54,0
3.814,2.399,27.94,90.99,95.32,38.68,778,30.74,0
3.524,2.233,32.32,68.5,77.74,80.92,895,27.9,1
3.348,2.525,24.48,41.09,81.28,83.46,1079,38.0,1
3.366,2.486,39.79,43.72,85.03,84.62,1287,24.23,1
3.709,2.207,62.09,50.99,79.58,69.17,1187,37.81,1
3.675,2.103,39.26,38.4,84.7,71.89,1195,36.35,1
3.524,2.472,46.32,24.96,85.21,70.41,1201,29.46,1
3.706,1.994,34.2,51.7,97.13,38.55,408,29.84,0
3.668,2.279,33.49,97.51,93.58,37.66,486,24.52,0
3.539,1.443,56.67,76.78,75.32,68.09,1026,28.61,1
3.782,1.502,28.42,52.87,94.15,43.18,622,28.62,0
3.626,2.012,31.09,66.51,96.39,46.27,173,27.06,0
3.532,2.421,62.92,29.36,80.68,51.37,710,30.96,1
3.704,2.273,32.3,44.97,96.55,40.57,201,29.92,0
2.845,1.775,25.18,22.93,93.82,44.46,1020,25.29,1
3.989,2.229,52.76,24.75,77.7,45.65,911,34.57,1
3.086,2.935,33.19,38.59,87.18,46.46,468,20.59,1
3.664,1.951,28.89,88.54,94.31,37.43,562,27.23,0
3.843,1.91,33.5,63.89,93.9,39.14,294,31.67,0
3.602,2.114,47.72,48.65,89.83,59.27,715,28.52,1
3.707,1.785,30.06,76.06,98.01,29.8,369,24.92,0
3.616,2.374,30.35,85.78,97.42,36.54,79,25.38,0
3.662,1.419,31.17,58.46,97.31,39.02,558,27.23,0
3.575,2.376,28.73,41.68,86.58,103.02,943,29.34,1
3.709,1.121,36.03,53.62,96.16,50.08,752,28.97,0
3.604,1.878,61.63,64.84,75.8,51.04,1039,33.83,1
3.734,1.764,30.81,59.52,99.08,39.38,585,25.16,0
3.72,1.362,29.92,51.04,90.05,42.53,443,28.26,0
3.65,2.41,30.19,63.81,91.64,45.12,136,30.33,0
2.894,2.107,31.8,41.44,93.34,43.1,915,25.15,1
3.772,2.364,29.9,42.32,92.78,41.19,94,27.49,0
3.553,2.134,61.46,38.28,79.28,53.95,797,29.8,1
3.636,3.776,50.36,67.42,82.2,52.13,953,32.14,1
3.698,2.28,52.04,63.19,87.11,44.43,821,30.64,1
2.861,2.532,31.19,26.32,86.89,49.02,543,28.32,1
3.573,1.42,34.63,40.63,93.36,32.91,181,25.19,0
2.96,1.926,31.28,10.68,80.27,53.32,991,30.4,1
3.712,1.951,21.25,66.8,97.45,40.81,216,27.31,0
3.857,2.254,33.78,59.55,98.76,35.21,613,30.96,0
3.708,1.531,21.32,91.01,95.33,37.07,450,23.41,0
3.679,2.432,29.37,69.21,99.01,37.97,55,23.53,0
3.719,2.76,27.82,90.64,93.64,45.19,585,28.7,0
3.61,2.027,36.97,60.56,90.88,33.27,118,29.97,0
3.666,1.83,51.92,36.2,87.19,61.38,1029,32.72,1
3.639,2.131,29.73,65.42,95.57,34.26,211,25.08,0
3.591,1.985,28.14,91.73,93.9,35.08,136,26.59,0
3.678,2.078,31.24,80.19,94.27,43.55,148,35.04,0
3.612,2.041,26.36,59.24,99.99,50.17,477,27.58,0
3.481,1.768,44.54,64.8,86.04,90.88,705,32.66,1
3.526,2.01,24.61,37.86,75.95,101.7,1356,36.11,1
3.482,2.096,40.66,16.7,71.03,109.51,512,35.23,1
2.869,2.245,28.03,36.09,94.88,47.95,591,31.36,1
3.682,1.24,62.35,28.36,75.42,55.08,474,34.46,1
3.581,2.63,33.06,79.21,95.78,45.72,516,26.0,0
3.586,1.348,58.2,54.48,77.12,55.21,1180,31.76,1
3.797,1.591,26.72,83.44,98.06,40.96,205,26.12,0
3.82,2.245,32.15,92.67,90.44,42.3,521,26.37,0
3.534,2.746,31.87,84.75,94.63,33.57,367,31.83,0
3.095,2.673,31.5,53.03,93.48,54.97,1175,30.23,1
3.662,2.079,31.76,99.77,98.99,36.51,279,26.6,0
3.611,1.61,38.2,53.04,88.23,90.51,1199,26.34,1
3.744,1.549,35.74,53.09,95.31,37.2,575,24.57,0
3.939,2.246,31.11,80.31,98.88,39.94,604,25.09,0
3.743,2.975,29.0,82.83,96.7,38.53,592,25.98,0
3.674,2.214,23.41,79.13,92.01,42.98,137,25.49,0
2.854,2.329,31.24,35.86,84.93,51.38,405,31.06,1
3.681,2.673,28.03,96.24,95.81,46.88,254,22.31,0
3.469,2.101,51.8,71.19,81.53,53.05,599,34.32,1
3.576,1.387,34.43,53.83,86.13,95.17,1459,28.6,1
3.644,2.007,25.26,99.29,99.82,33.69,767,26.95,0
3.563,2.0,34.92,47.73,97.34,40.47,288,22.74,0
3.829,2.057,29.29,67.61,90.77,33.61,548,29.76,0
3.786,1.648,30.77,99.54,94.4,40.4,208,28.71,0
3.03,2.555,29.52,52.25,86.53,51.39,999,33.68,1
3.751,1.412,29.97,92.14,99.87,45.59,520,27.1,0
3.616,2.054,40.01,51.68,86.12,88.66,508,36.51,1
3.703,2.782,25.93,41.51,99.05,42.17,523,21.24,0
3.791,2.123,30.25,64.77,96.06,28.55,216,31.09,0
3.657,1.8,21.05,45.95,99.9,36.61,435,28.51,0
3.654,2.155,29.56,86.85,90.06,46.09,711,24.94,0
3.894,1.717,29.64,87.54,97.21,41.43,775,31.81,0
3.724,1.654,27.89,62.95,91.51,44.99,729,28.7,0
2.964,2.823,30.7,42.74,82.07,43.42,1165,26.53,1
3.551,2.554,46.23,64.76,80.99,61.62,517,25.48,1
3.714,2.543,34.25,71.5,94.17,38.56,744,26.02,0
3.651,1.308,30.65,72.81,91.56,37.92,331,27.54,0
3.838,2.29,33.85,74.27,91.2,46.42,356,31.7,0
3.639,2.581,25.01,51.03,97.17,39.52,412,24.79,0
3.811,1.92,35.12,57.2,96.66,38.54,761,27.19,0
3.582,2.691,26.46,63.16,92.94,42.61,90,22.75,0
3.85,1.965,31.04,80.83,98.5,34.8,609,29.41,0
2.845,2.511,33.62,28.13,94.03,47.15,614,29.16,1
3.549,1.704,57.65,41.04,87.1,57.54,814,35.78,1
3.635,1.673,26.59,94.74,92.84,46.56,782,29.04,0
3.74,2.855,28.88,52.85,92.91,40.92,356,27.12,0
3.571,0.897,40.21,18.74,82.56,104.82,1035,31.79,1
3.473,1.572,30.19,23.83,71.38,95.93,1081,37.14,1
3.822,1.568,29.29,58.52,95.81,39.63,54,26.97,0
3.77,1.45,32.79,59.58,92.9,42.62,81,30.38,0
3.452,2.389,64.01,62.7,83.21,57.05,972,31.23,1
3.599,1.824,31.99,73.73,95.68,38.59,613,33.13,0
